==============================================================
   BASE PAPER PARAMETER AMORTIZATION - SIMULATION METRICS    
   Kumari et al. | n=512 | N=3 | LDPC 102x204 | AEAD         
==============================================================
Timestamp(us)	MoteID	Message
382000	1	[INFO: Main      ] Starting Contiki-NG-release/v5.1-71-g23e51c4d4-dirty
382000	1	[DBG : Main      ] TARGET=cooja
382000	1	[INFO: Main      ] - Routing: RPL Lite
382000	1	[INFO: Main      ] - Net: sicslowpan
382000	1	[INFO: Main      ] - MAC: CSMA
382000	1	[INFO: Main      ] - 802.15.4 PANID: 0xabcd
382000	1	[INFO: Main      ] - 802.15.4 Default channel: 26
382000	1	[INFO: Main      ] Node ID: 1
382000	1	[INFO: Main      ] Link-layer address: 0001.0001.0001.0001
382000	1	[INFO: IPv6 DS   ] Init: 4 neighbors
382000	1	[INFO: IPv6 DS   ] 2 default routers
382000	1	[INFO: IPv6 DS   ] 3 prefixes
382000	1	[INFO: IPv6 DS   ] 4 routes
382000	1	[INFO: IPv6 DS   ] 3 unicast addresses
382000	1	[INFO: IPv6 DS   ] 7 multicast addresses
382000	1	[INFO: IPv6 DS   ] 2 anycast addresses
382000	1	[INFO: IPv6 DS   ] Adding prefix fe80:: len 64, flags 0, valid/preferred lifetime 0/0
382000	1	[INFO: Main      ] Tentative link-local IPv6 address: fe80::201:1:1:1
382000	1	[INFO: Sender    ] === Ring-LWE Sender Node Starting ===
382000	1	[INFO: Sender    ] [Phase 1] Generating Ring-LWE keys...
382000	1	[INFO: Sender    ] Ring-LWE key generation successful
382000	1	Sender PubKey: [327792936 232115810 394729159 307135541 349996132 177096623 22263787 212730457 ...]
382000	1	[INFO: Sender    ] Generating ring public keys...
382000	1	[INFO: Sender    ]   - Ring member 1 (Sender): Real key
382000	1	[INFO: Sender    ]   - Ring member 2: Fake key
382000	1	[INFO: Sender    ]   - Ring member 3: Fake key
382000	1	[INFO: Sender    ] Waiting for network initialization...
2708000	2	[INFO: ICMPv6    ] Sending ICMPv6 packet to ff02::1a, type 155, code 1, len 72
2742040	1	[INFO: IPv6      ] packet received from fe80::202:2:2:2 to ff02::1a
2742040	1	[INFO: IPv6      ] icmpv6 input length 116 type: 155 
2742040	1	[INFO: IPv6 Nbr  ] Adding neighbor with ip addr fe80::202:2:2:2 link addr 0002.0002.0002.0002 state 1
4709000	1	[INFO: ICMPv6    ] Sending ICMPv6 packet to fe80::202:2:2:2, type 155, code 1, len 72
4747296	2	[INFO: IPv6      ] packet received from fe80::201:1:1:1 to fe80::202:2:2:2
4747296	2	[INFO: IPv6      ] icmpv6 input length 116 type: 155 
4747296	2	[INFO: IPv6 Nbr  ] Adding neighbor with ip addr fe80::201:1:1:1 link addr 0001.0001.0001.0001 state 1
5382000	1	[INFO: Sender    ] Gateway address obtained
5382000	1	[INFO: Sender    ] Allowing network routing to stabilize (10s)...
6162000	1	[INFO: ICMPv6    ] Sending ICMPv6 packet to fe80::202:2:2:2, type 155, code 1, len 72
6174296	2	[INFO: IPv6      ] packet received from fe80::201:1:1:1 to fe80::202:2:2:2
6174296	2	[INFO: IPv6      ] icmpv6 input length 116 type: 155 
8116000	1	[INFO: ICMPv6    ] Sending ICMPv6 packet to fe80::202:2:2:2, type 155, code 1, len 72
8144296	2	[INFO: IPv6      ] packet received from fe80::201:1:1:1 to fe80::202:2:2:2
8144296	2	[INFO: IPv6      ] icmpv6 input length 116 type: 155 
9526000	1	[INFO: ICMPv6    ] Sending ICMPv6 packet to fe80::202:2:2:2, type 155, code 1, len 72
9554296	2	[INFO: IPv6      ] packet received from fe80::201:1:1:1 to fe80::202:2:2:2
9554296	2	[INFO: IPv6      ] icmpv6 input length 116 type: 155 
9554296	1	[INFO: IPv6 Route] Add default: adding default route to fe80::202:2:2:2
11783000	2	[INFO: ICMPv6    ] Sending ICMPv6 packet to ff02::1a, type 155, code 1, len 72
11827040	1	[INFO: IPv6      ] packet received from fe80::202:2:2:2 to ff02::1a
11827040	1	[INFO: IPv6      ] icmpv6 input length 116 type: 155 
15382000	1	[INFO: Sender    ] 
15382000	1	[Phase 2] Starting Ring Signature Authentication...
15382000	1	[INFO: Sender    ] Initializing LDPC public key...
15382000	1	[INFO: Sender    ] Generating LDPC error vector...
15382000	1	[INFO: Sender    ] Error vector generated (weight=0)
15382000	1	[INFO: Sender    ] Encoding syndrome...
15382000	1	[INFO: Sender    ] Generating ring signature (N=3 members)...
15382000	1	[INFO: Sender    ] Ring signature generated successfully
15382000	1	[INFO: Sender    ] DEBUG: Sender Public Key sent:
15382000	1	PubKey: [327792936 232115810 394729159 307135541 349996132 177096623 22263787 212730457 ...]
15382000	1	[INFO: Sender    ] DEBUG: Signature w sent (first 8 coeffs):
15382000	1	Sig.w: [56862 14148 20663 33865 3160 48450 40764 44714 ...]
15382000	1	[INFO: Sender    ] DEBUG: Signature Commitment (first 4 bytes): a8c3422d
15382000	1	[INFO: Sender    ] Sending authentication message via fragmentation...
15382000	1	[INFO: Sender    ] Total payload: 10317 bytes (162 fragments)
15382000	1	[INFO: Sender    ] Sending Fragment 1/162 (64 bytes)...
15382000	1	[INFO: IPv6      ] Sending packet with length 121 (81)
15382000	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
15382000	1	[INFO: IPv6 Route] No route found
15382000	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
15382000	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
15400680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
15400680	2	[INFO: IPv6      ] Receiving UDP packet
15400680	2	[INFO: Gateway   ] Received message type 0x04
15400680	2	[INFO: Gateway   ] Received Fragment 1/162 (64 bytes)
15400680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
15400680	2	[INFO: IPv6 Route] Looking up route for fd00::201:1:1:1
15400680	2	[INFO: IPv6 Route] No route found
15405000	1	[INFO: ICMPv6    ] Sending ICMPv6 packet to fd00::202:2:2:2, type 155, code 2, len 46
15405000	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
15405000	1	[INFO: IPv6 Route] No route found
15405000	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
15405000	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
15435752	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
15435752	2	[INFO: IPv6      ] icmpv6 input length 98 type: 155 
15435752	2	[INFO: IPv6 SR   ] NS: updating link, child fd00::202:2:2:2, parent (NULL IP addr), lifetime 4294967295, num_nodes 1
15435752	2	[INFO: IPv6 SR   ] NS: updating link, child fd00::201:1:1:1, parent fd00::202:2:2:2, lifetime 1800, num_nodes 2
15435752	2	[INFO: ICMPv6    ] Sending ICMPv6 packet to fd00::201:1:1:1, type 155, code 3, len 4
15448408	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
15448408	1	[INFO: IPv6      ] icmpv6 input length 56 type: 155 
17383000	1	[INFO: Sender    ] Timeout for fragment 0, retrying...
17383000	1	[INFO: Sender    ] Sending Fragment 2/162 (64 bytes)...
17383000	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17383000	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17383000	1	[INFO: IPv6 Route] No route found
17383000	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17383000	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17398680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17398680	2	[INFO: IPv6      ] Receiving UDP packet
17398680	2	[INFO: Gateway   ] Received message type 0x04
17398680	2	[INFO: Gateway   ] Received Fragment 2/162 (64 bytes)
17398680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17431440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17431440	1	[INFO: IPv6      ] Receiving UDP packet
17431440	1	[INFO: Sender    ] Received message type 0x05
17431440	1	[INFO: Sender    ] Received ACK for fragment 1
17431440	1	[INFO: Sender    ] ACK received for fragment 1
17431440	1	[INFO: Sender    ] Sending Fragment 3/162 (64 bytes)...
17431440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17431440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17431440	1	[INFO: IPv6 Route] No route found
17431440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17431440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17439120	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17439120	2	[INFO: IPv6      ] Receiving UDP packet
17439120	2	[INFO: Gateway   ] Received message type 0x04
17439120	2	[INFO: Gateway   ] Received Fragment 3/162 (64 bytes)
17439120	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17460440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17460440	1	[INFO: IPv6      ] Receiving UDP packet
17460440	1	[INFO: Sender    ] Received message type 0x05
17460440	1	[INFO: Sender    ] Received ACK for fragment 2
17460440	1	[INFO: Sender    ] ACK received for fragment 2
17460440	1	[INFO: Sender    ] Sending Fragment 4/162 (64 bytes)...
17460440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17460440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17460440	1	[INFO: IPv6 Route] No route found
17460440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17460440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17479680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17479680	2	[INFO: IPv6      ] Receiving UDP packet
17479680	2	[INFO: Gateway   ] Received message type 0x04
17479680	2	[INFO: Gateway   ] Received Fragment 4/162 (64 bytes)
17479680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17514440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17514440	1	[INFO: IPv6      ] Receiving UDP packet
17514440	1	[INFO: Sender    ] Received message type 0x05
17514440	1	[INFO: Sender    ] Received ACK for fragment 3
17514440	1	[INFO: Sender    ] ACK received for fragment 3
17514440	1	[INFO: Sender    ] Sending Fragment 5/162 (64 bytes)...
17514440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17514440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17514440	1	[INFO: IPv6 Route] No route found
17514440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17514440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17523680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17523680	2	[INFO: IPv6      ] Receiving UDP packet
17523680	2	[INFO: Gateway   ] Received message type 0x04
17523680	2	[INFO: Gateway   ] Received Fragment 5/162 (64 bytes)
17523680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17545440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17545440	1	[INFO: IPv6      ] Receiving UDP packet
17545440	1	[INFO: Sender    ] Received message type 0x05
17545440	1	[INFO: Sender    ] Received ACK for fragment 4
17545440	1	[INFO: Sender    ] ACK received for fragment 4
17545440	1	[INFO: Sender    ] Sending Fragment 6/162 (64 bytes)...
17545440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17545440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17545440	1	[INFO: IPv6 Route] No route found
17545440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17545440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17556680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17556680	2	[INFO: IPv6      ] Receiving UDP packet
17556680	2	[INFO: Gateway   ] Received message type 0x04
17556680	2	[INFO: Gateway   ] Received Fragment 6/162 (64 bytes)
17556680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17589440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17589440	1	[INFO: IPv6      ] Receiving UDP packet
17589440	1	[INFO: Sender    ] Received message type 0x05
17589440	1	[INFO: Sender    ] Received ACK for fragment 5
17589440	1	[INFO: Sender    ] ACK received for fragment 5
17589440	1	[INFO: Sender    ] Sending Fragment 7/162 (64 bytes)...
17589440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17589440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17589440	1	[INFO: IPv6 Route] No route found
17589440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17589440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17608680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17608680	2	[INFO: IPv6      ] Receiving UDP packet
17608680	2	[INFO: Gateway   ] Received message type 0x04
17608680	2	[INFO: Gateway   ] Received Fragment 7/162 (64 bytes)
17608680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17644440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17644440	1	[INFO: IPv6      ] Receiving UDP packet
17644440	1	[INFO: Sender    ] Received message type 0x05
17644440	1	[INFO: Sender    ] Received ACK for fragment 6
17644440	1	[INFO: Sender    ] ACK received for fragment 6
17644440	1	[INFO: Sender    ] Sending Fragment 8/162 (64 bytes)...
17644440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17644440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17644440	1	[INFO: IPv6 Route] No route found
17644440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17644440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17691680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17691680	2	[INFO: IPv6      ] Receiving UDP packet
17691680	2	[INFO: Gateway   ] Received message type 0x04
17691680	2	[INFO: Gateway   ] Received Fragment 8/162 (64 bytes)
17691680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17700440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17700440	1	[INFO: IPv6      ] Receiving UDP packet
17700440	1	[INFO: Sender    ] Received message type 0x05
17700440	1	[INFO: Sender    ] Received ACK for fragment 7
17700440	1	[INFO: Sender    ] ACK received for fragment 7
17700440	1	[INFO: Sender    ] Sending Fragment 9/162 (64 bytes)...
17700440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17700440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17700440	1	[INFO: IPv6 Route] No route found
17700440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17700440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17709120	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17709120	2	[INFO: IPv6      ] Receiving UDP packet
17709120	2	[INFO: Gateway   ] Received message type 0x04
17709120	2	[INFO: Gateway   ] Received Fragment 9/162 (64 bytes)
17709120	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17714560	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17714560	1	[INFO: IPv6      ] Receiving UDP packet
17714560	1	[INFO: Sender    ] Received message type 0x05
17714560	1	[INFO: Sender    ] Received ACK for fragment 8
17714560	1	[INFO: Sender    ] ACK received for fragment 8
17714560	1	[INFO: Sender    ] Sending Fragment 10/162 (64 bytes)...
17714560	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17714560	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17714560	1	[INFO: IPv6 Route] No route found
17714560	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17714560	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17743680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17743680	2	[INFO: IPv6      ] Receiving UDP packet
17743680	2	[INFO: Gateway   ] Received message type 0x04
17743680	2	[INFO: Gateway   ] Received Fragment 10/162 (64 bytes)
17743680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17775440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17775440	1	[INFO: IPv6      ] Receiving UDP packet
17775440	1	[INFO: Sender    ] Received message type 0x05
17775440	1	[INFO: Sender    ] Received ACK for fragment 9
17775440	1	[INFO: Sender    ] ACK received for fragment 9
17775440	1	[INFO: Sender    ] Sending Fragment 11/162 (64 bytes)...
17775440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17775440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17775440	1	[INFO: IPv6 Route] No route found
17775440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17775440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17804680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17804680	2	[INFO: IPv6      ] Receiving UDP packet
17804680	2	[INFO: Gateway   ] Received message type 0x04
17804680	2	[INFO: Gateway   ] Received Fragment 11/162 (64 bytes)
17804680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17849440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17849440	1	[INFO: IPv6      ] Receiving UDP packet
17849440	1	[INFO: Sender    ] Received message type 0x05
17849440	1	[INFO: Sender    ] Received ACK for fragment 10
17849440	1	[INFO: Sender    ] ACK received for fragment 10
17849440	1	[INFO: Sender    ] Sending Fragment 12/162 (64 bytes)...
17849440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17849440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17849440	1	[INFO: IPv6 Route] No route found
17849440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17849440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17887680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17887680	2	[INFO: IPv6      ] Receiving UDP packet
17887680	2	[INFO: Gateway   ] Received message type 0x04
17887680	2	[INFO: Gateway   ] Received Fragment 12/162 (64 bytes)
17887680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17914440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17914440	1	[INFO: IPv6      ] Receiving UDP packet
17914440	1	[INFO: Sender    ] Received message type 0x05
17914440	1	[INFO: Sender    ] Received ACK for fragment 11
17914440	1	[INFO: Sender    ] ACK received for fragment 11
17914440	1	[INFO: Sender    ] Sending Fragment 13/162 (64 bytes)...
17914440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17914440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17914440	1	[INFO: IPv6 Route] No route found
17914440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17914440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
17952680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
17952680	2	[INFO: IPv6      ] Receiving UDP packet
17952680	2	[INFO: Gateway   ] Received message type 0x04
17952680	2	[INFO: Gateway   ] Received Fragment 13/162 (64 bytes)
17952680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
17971440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
17971440	1	[INFO: IPv6      ] Receiving UDP packet
17971440	1	[INFO: Sender    ] Received message type 0x05
17971440	1	[INFO: Sender    ] Received ACK for fragment 12
17971440	1	[INFO: Sender    ] ACK received for fragment 12
17971440	1	[INFO: Sender    ] Sending Fragment 14/162 (64 bytes)...
17971440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
17971440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
17971440	1	[INFO: IPv6 Route] No route found
17971440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
17971440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18002680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18002680	2	[INFO: IPv6      ] Receiving UDP packet
18002680	2	[INFO: Gateway   ] Received message type 0x04
18002680	2	[INFO: Gateway   ] Received Fragment 14/162 (64 bytes)
18002680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
18039440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18039440	1	[INFO: IPv6      ] Receiving UDP packet
18039440	1	[INFO: Sender    ] Received message type 0x05
18039440	1	[INFO: Sender    ] Received ACK for fragment 13
18039440	1	[INFO: Sender    ] ACK received for fragment 13
18039440	1	[INFO: Sender    ] Sending Fragment 15/162 (64 bytes)...
18039440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
18039440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
18039440	1	[INFO: IPv6 Route] No route found
18039440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
18039440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18048120	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18048120	2	[INFO: IPv6      ] Receiving UDP packet
18048120	2	[INFO: Gateway   ] Received message type 0x04
18048120	2	[INFO: Gateway   ] Received Fragment 15/162 (64 bytes)
18048120	2	[INFO: IPv6      ] Sending packet with length 51 (11)
18071440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18071440	1	[INFO: IPv6      ] Receiving UDP packet
18071440	1	[INFO: Sender    ] Received message type 0x05
18071440	1	[INFO: Sender    ] Received ACK for fragment 14
18071440	1	[INFO: Sender    ] ACK received for fragment 14
18071440	1	[INFO: Sender    ] Sending Fragment 16/162 (64 bytes)...
18071440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
18071440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
18071440	1	[INFO: IPv6 Route] No route found
18071440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
18071440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18079120	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18079120	2	[INFO: IPv6      ] Receiving UDP packet
18079120	2	[INFO: Gateway   ] Received message type 0x04
18079120	2	[INFO: Gateway   ] Received Fragment 16/162 (64 bytes)
18079120	2	[INFO: IPv6      ] Sending packet with length 51 (11)
18113440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18113440	1	[INFO: IPv6      ] Receiving UDP packet
18113440	1	[INFO: Sender    ] Received message type 0x05
18113440	1	[INFO: Sender    ] Received ACK for fragment 15
18113440	1	[INFO: Sender    ] ACK received for fragment 15
18113440	1	[INFO: Sender    ] Sending Fragment 17/162 (64 bytes)...
18113440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
18113440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
18113440	1	[INFO: IPv6 Route] No route found
18113440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
18113440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18155680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18155680	2	[INFO: IPv6      ] Receiving UDP packet
18155680	2	[INFO: Gateway   ] Received message type 0x04
18155680	2	[INFO: Gateway   ] Received Fragment 17/162 (64 bytes)
18155680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
18173440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18173440	1	[INFO: IPv6      ] Receiving UDP packet
18173440	1	[INFO: Sender    ] Received message type 0x05
18173440	1	[INFO: Sender    ] Received ACK for fragment 16
18173440	1	[INFO: Sender    ] ACK received for fragment 16
18173440	1	[INFO: Sender    ] Sending Fragment 18/162 (64 bytes)...
18173440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
18173440	1	[INFO: IPv6 Route] Looking up route for fd00::202:2:2:2
18173440	1	[INFO: IPv6 Route] No route found
18173440	1	[INFO: IPv6 Route] Default route, IP address fe80::202:2:2:2
18173440	1	[INFO: IPv6 Route] Default route found, IP address fe80::202:2:2:2
18185680	2	[INFO: IPv6      ] packet received from fd00::201:1:1:1 to fd00::202:2:2:2
18185680	2	[INFO: IPv6      ] Receiving UDP packet
18185680	2	[INFO: Gateway   ] Received message type 0x04
18185680	2	[INFO: Gateway   ] Received Fragment 18/162 (64 bytes)
18185680	2	[INFO: IPv6      ] Sending packet with length 51 (11)
18228440	1	[INFO: IPv6      ] packet received from fd00::202:2:2:2 to fd00::201:1:1:1
18228440	1	[INFO: IPv6      ] Receiving UDP packet
18228440	1	[INFO: Sender    ] Received message type 0x05
18228440	1	[INFO: Sender    ] Received ACK for fragment 17
18228440	1	[INFO: Sender    ] ACK received for fragment 17
18228440	1	[INFO: Sender    ] Sending Fragment 19/162 (64 bytes)...
18228440	1	[INFO: IPv6      ] Sending packet with length 121 (81)
